ID,Sort,Ward,Precinct,Precinct Code,STATEFP10,COUNTYFP10,TRACTCE10,GEOID10,NAME10,NAMELSAD10,Shape_Area,% Geography,% Geography CT,Raw_Emanuel,Raw_Wilson,Raw_Fioretti,Raw_Garcia,Raw_Walls,Raw_Vote_Total,Pror_Emanuel,Pror_Wilson,Pror_Fioretti,Pror_Garcia,Pror_Walls,Pror_Vote_Total,Raw_White,Raw_AA,Raw_Hispanic,Raw_Asian,Raw_Native_Am,Raw_Hawaiian,Raw_Other,Raw_Two_Or_More,Raw_Pop_Total,Pror_White,Pror_AA,Pror_Hispanic,Pror_Aisan,Pror_Native_Am,Pror_Hawaiian,Pror_Other,Pror_Two_Or_More,Pror_Pop_Total,Majority Race,Raw_Median_HH_Income,Wtd_Median_HH_Income,Pror_Median_HH_Income,Range_Income,Raw_Pct_Bachelors,Wtd_Pct_Bachelors,Pror_Pct_Bachelors,Range_Bachelors
1109,1109,15,22,15022,17,31,671500,17031671500,6715,Census Tract 6715,0.000009,42.86%,11.25%,53,73,9,27,12,174,23,31,4,12,5,75,16,3116,42,1,1,0,8,37,3221,2,351,5,0,0,0,1,4,362,AA,38611,13977182,38507,"$20,000 - $40,000",3,1086,11,0% - 20%
1110,1110,15,22,15022,17,31,671200,17031671200,6712,Census Tract 6712,0.000012,57.14%,46.15%,53,73,9,27,12,174,30,42,5,15,7,99,6,1225,10,0,1,0,0,10,1252,3,565,5,0,0,0,0,5,578,AA,38442,22219476,38507,"$20,000 - $40,000",16,9248,11,0% - 20%
1111,1111,15,23,15023,17,31,670300,17031670300,6703,Census Tract 6703,0.000004,23.53%,11.43%,87,32,4,40,11,174,20,8,1,9,3,41,14,1317,51,5,1,0,6,17,1411,2,151,6,1,0,0,1,2,161,AA,26179,4214819,39795,"$20,000 - $40,000",4,644,5,0% - 20%
1112,1112,15,23,15023,17,31,670400,17031670400,6704,Census Tract 6704,0.000013,76.47%,36.11%,87,32,4,40,11,174,67,24,3,31,8,133,6,1809,130,2,0,0,0,9,1956,2,653,47,1,0,0,0,3,706,AA,42900,30287400,39795,"$20,000 - $40,000",5,3530,5,0% - 20%
1113,1113,15,24,15024,17,31,670600,17031670600,6706,Census Tract 6706,0.000009,39.13%,25.00%,40,51,5,31,14,141,16,20,2,12,5,55,0,1603,35,1,1,0,0,10,1650,0,401,9,0,0,0,0,2,412,AA,33398,13759976,38603,"$20,000 - $40,000",3,1236,4,0% - 20%
1114,1114,15,24,15024,17,31,671300,17031671300,6713,Census Tract 6713,0.000014,60.87%,26.42%,40,51,5,31,14,141,24,31,3,19,9,86,10,2607,39,0,3,0,3,26,2688,3,689,10,0,1,0,1,7,710,AA,41623,29552330,38603,"$20,000 - $40,000",5,3550,4,0% - 20%
1115,1115,16,1,16001,17,31,630800,17031630800,6308,Census Tract 6308,0.000027,100.00%,38.03%,37,2,5,135,1,180,37,2,5,135,1,180,298,422,6337,15,3,0,3,29,7107,113,160,2410,6,1,0,1,11,2703,Hisp,43697,118112991,43697,"$40,000 - $60,000",8,21624,8,0% - 20%
1116,1116,16,2,16002,17,31,670400,17031670400,6704,Census Tract 6704,0.000002,6.45%,5.56%,80,48,16,45,3,192,5,3,1,3,0,12,6,1809,130,2,0,0,0,9,1956,0,100,7,0,0,0,0,0,109,AA,42900,4676100,43804,"$40,000 - $60,000",5,545,5,0% - 20%
1117,1117,16,2,16002,17,31,611800,17031611800,6118,Census Tract 6118,0.000004,12.90%,11.43%,80,48,16,45,3,192,10,6,2,6,0,25,13,1617,497,0,6,0,0,6,2139,1,185,57,0,1,0,0,1,244,AA,38588,9415472,43804,"$40,000 - $60,000",4,976,5,0% - 20%
1118,1118,16,2,16002,17,31,611600,17031611600,6116,Census Tract 6116,0.000007,22.58%,20.59%,80,48,16,45,3,192,18,11,4,10,1,43,19,1057,516,1,1,2,0,13,1609,4,218,106,0,0,0,0,3,331,AA,66942,22157802,43804,"$40,000 - $60,000",6,1986,5,0% - 20%
1119,1119,16,2,16002,17,31,611700,17031611700,6117,Census Tract 6117,0.000018,58.06%,50.00%,80,48,16,45,3,192,46,28,9,26,2,111,9,1267,698,0,0,0,0,16,1990,4,634,349,0,0,0,0,8,995,AA,37485,37297575,43804,"$40,000 - $60,000",5,4975,5,0% - 20%
1120,1120,16,3,16003,17,31,670600,17031670600,6706,Census Tract 6706,0.000007,11.86%,19.44%,74,53,4,28,6,165,9,6,0,3,1,20,0,1603,35,1,1,0,0,10,1650,0,312,7,0,0,0,0,2,321,AA,33398,10720758,34860,"$20,000 - $40,000",3,963,5,0% - 20%
1121,1121,16,3,16003,17,31,835000,17031835000,8350,Census Tract 8350,0.000009,15.25%,8.33%,74,53,4,28,6,165,11,8,1,4,1,25,121,3597,1998,18,3,0,11,30,5778,10,300,167,2,0,0,1,3,482,AA,41926,20208332,34860,"$20,000 - $40,000",10,4820,5,0% - 20%
1122,1122,16,3,16003,17,31,671400,17031671400,6714,Census Tract 6714,0.000009,15.25%,16.36%,74,53,4,28,6,165,11,8,1,4,1,25,4,1985,67,0,1,0,1,14,2072,1,325,11,0,0,0,0,2,339,AA,39748,13474572,34860,"$20,000 - $40,000",7,2373,5,0% - 20%
1123,1123,16,3,16003,17,31,670500,17031670500,6705,Census Tract 6705,0.000034,57.63%,50.75%,74,53,4,28,6,165,43,31,2,16,3,95,5,1236,55,0,2,0,0,23,1321,3,627,28,0,1,0,0,12,670,AA,28004,18762680,34860,"$20,000 - $40,000",0,0,5,0% - 20%
1124,1124,16,4,16004,17,31,660600,17031660600,6606,Census Tract 6606,0.000007,38.89%,9.86%,66,47,11,37,7,168,26,18,4,14,3,65,171,3712,2375,11,22,0,4,38,6333,17,366,234,1,2,0,0,4,624,AA,47331,29534544,43231,"$40,000 - $60,000",8,4992,9,0% - 20%
1125,1125,16,4,16004,17,31,660800,17031660800,6608,Census Tract 6608,0.000011,61.11%,15.49%,66,47,11,37,7,168,40,29,7,23,4,103,268,3579,1915,14,11,1,30,47,5865,42,554,297,2,2,0,5,7,909,AA,40417,36739053,43231,"$40,000 - $60,000",10,9090,9,0% - 20%
1126,1126,16,5,16005,17,31,670700,17031670700,6707,Census Tract 6707,0.000001,2.86%,2.86%,58,45,7,22,11,143,2,1,0,1,0,4,7,1422,42,0,6,0,0,14,1491,0,41,1,0,0,0,0,0,43,AA,38485,1654855,30398,"$20,000 - $40,000",3,129,3,0% - 20%
1127,1127,16,5,16005,17,31,670800,17031670800,6708,Census Tract 6708,0.000007,20.00%,19.44%,58,45,7,22,11,143,12,9,1,4,2,29,2,1592,21,0,6,0,1,13,1635,0,310,4,0,1,0,0,3,318,AA,42908,13644744,30398,"$20,000 - $40,000",8,2544,3,0% - 20%
1128,1128,16,5,16005,17,31,670300,17031670300,6703,Census Tract 6703,0.000009,25.71%,25.71%,58,45,7,22,11,143,15,12,2,6,3,37,14,1317,51,5,1,0,6,17,1411,4,339,13,1,0,0,2,4,363,AA,26179,9502977,30398,"$20,000 - $40,000",4,1452,3,0% - 20%
1129,1129,16,5,16005,17,31,670200,17031670200,6702,Census Tract 6702,0.000018,51.43%,50.00%,58,45,7,22,11,143,30,23,4,11,6,74,0,1327,34,2,0,0,1,16,1380,0,664,17,1,0,0,1,8,690,AA,26348,18180120,30398,"$20,000 - $40,000",0,0,3,0% - 20%
1130,1130,16,6,16006,17,31,660800,17031660800,6608,Census Tract 6608,0.000002,9.52%,2.82%,54,57,9,47,8,175,5,5,1,4,1,17,268,3579,1915,14,11,1,30,47,5865,8,101,54,0,0,0,1,1,165,AA,40417,6668805,43405,"$40,000 - $60,000",10,1650,4,0% - 20%
1131,1131,16,6,16006,17,31,660700,17031660700,6607,Census Tract 6607,0.000019,90.48%,35.85%,54,57,9,47,8,175,49,52,8,43,7,158,18,2234,77,13,4,0,0,20,2366,6,801,28,5,1,0,0,7,848,AA,43986,37300128,43405,"$40,000 - $60,000",3,2544,4,0% - 20%
1132,1132,16,7,16007,17,31,630100,17031630100,6301,Census Tract 6301,0.000024,47.06%,43.64%,51,43,7,51,9,161,24,20,3,24,4,76,48,247,852,2,1,0,5,1,1156,21,108,372,1,0,0,2,0,504,Hisp,47030,23703120,61310,"$60,000 - $80,000",8,4032,7,0% - 20%
1133,1133,16,7,16007,17,31,611600,17031611600,6116,Census Tract 6116,0.000027,52.94%,79.41%,51,43,7,51,9,161,27,23,4,27,5,85,19,1057,516,1,1,2,0,13,1609,15,839,410,1,1,2,0,10,1278,AA,66942,85551876,61310,"$60,000 - $80,000",6,7668,7,0% - 20%
1134,1134,16,8,16008,17,31,611800,17031611800,6118,Census Tract 6118,0.000011,37.93%,31.43%,51,26,6,18,11,112,19,10,2,7,4,42,13,1617,497,0,6,0,0,6,2139,4,508,156,0,2,0,0,2,672,AA,38588,25931136,37930,"$20,000 - $40,000",4,2688,5,0% - 20%
1135,1135,16,8,16008,17,31,611700,17031611700,6117,Census Tract 6117,0.000018,62.07%,50.00%,51,26,6,18,11,112,32,16,4,11,7,70,9,1267,698,0,0,0,0,16,1990,4,634,349,0,0,0,0,8,995,AA,37485,37297575,37930,"$20,000 - $40,000",5,4975,5,0% - 20%
1136,1136,16,9,16009,17,31,681000,17031681000,6810,Census Tract 6810,0.000003,9.68%,4.29%,98,54,6,35,13,206,9,5,1,3,1,20,7,3409,39,3,1,0,0,39,3498,0,146,2,0,0,0,0,2,150,AA,29440,4416000,30901,"$20,000 - $40,000",9,1350,8,0% - 20%
1137,1137,16,9,16009,17,31,680600,17031680600,6806,Census Tract 6806,0.000004,12.90%,11.76%,98,54,6,35,13,206,13,7,1,5,2,27,1,1408,17,0,0,1,1,3,1431,0,166,2,0,0,0,0,0,168,AA,25496,4283328,30901,"$20,000 - $40,000",12,2016,8,0% - 20%
1138,1138,16,9,16009,17,31,834900,17031834900,8349,Census Tract 8349,0.000009,29.03%,12.68%,98,54,6,35,13,206,28,16,2,10,4,60,18,2201,19,1,16,0,0,17,2272,2,279,2,0,2,0,0,2,288,AA,19386,5583168,30901,"$20,000 - $40,000",4,1152,8,0% - 20%
1139,1139,16,9,16009,17,31,670900,17031670900,6709,Census Tract 6709,0.000015,48.39%,42.86%,98,54,6,35,13,206,47,26,3,17,6,100,3,1316,19,3,0,0,1,9,1351,1,564,8,1,0,0,0,4,579,AA,38575,22334925,30901,"$20,000 - $40,000",9,5211,8,0% - 20%
1140,1140,16,10,16010,17,31,611900,17031611900,6119,Census Tract 6119,0.000001,3.85%,1.41%,82,59,5,27,9,182,3,2,0,1,0,7,29,1703,295,0,0,0,1,17,2045,0,24,4,0,0,0,0,0,29,AA,34336,995744,27931,"$20,000 - $40,000",9,261,2,0% - 20%
1141,1141,16,10,16010,17,31,611800,17031611800,6118,Census Tract 6118,0.000002,7.69%,5.71%,82,59,5,27,9,182,6,5,0,2,1,14,13,1617,497,0,6,0,0,6,2139,1,92,28,0,0,0,0,0,122,AA,38588,4707736,27931,"$20,000 - $40,000",4,488,2,0% - 20%
1142,1142,16,10,16010,17,31,670300,17031670300,6703,Census Tract 6703,0.000009,34.62%,25.71%,82,59,5,27,9,182,28,20,2,9,3,63,14,1317,51,5,1,0,6,17,1411,4,339,13,1,0,0,2,4,363,AA,26179,9502977,27931,"$20,000 - $40,000",4,1452,2,0% - 20%
1143,1143,16,10,16010,17,31,670200,17031670200,6702,Census Tract 6702,0.000014,53.85%,38.89%,82,59,5,27,9,182,44,32,3,15,5,98,0,1327,34,2,0,0,1,16,1380,0,516,13,1,0,0,0,6,537,AA,26348,14148876,27931,"$20,000 - $40,000",0,0,2,0% - 20%
1144,1144,16,11,16011,17,31,835000,17031835000,8350,Census Tract 8350,0.000025,48.08%,23.15%,54,28,5,61,4,152,26,13,2,29,2,73,121,3597,1998,18,3,0,11,30,5778,28,833,463,4,1,0,3,7,1338,AA,41926,56096988,45489,"$40,000 - $60,000",10,13380,9,0% - 20%
1145,1145,16,11,16011,17,31,835100,17031835100,8351,Census Tract 8351,0.000027,51.92%,24.77%,54,28,5,61,4,152,28,15,3,32,2,79,137,1096,4097,12,6,0,5,16,5369,34,271,1015,3,1,0,1,4,1330,Hisp,49074,65268420,45489,"$40,000 - $60,000",7,9310,9,0% - 20%
1146,1146,16,12,16012,17,31,611900,17031611900,6119,Census Tract 6119,0.000013,41.94%,18.31%,39,38,9,26,11,123,16,16,4,11,5,52,29,1703,295,0,0,0,1,17,2045,5,312,54,0,0,0,0,3,374,AA,34336,12841664,37509,"$20,000 - $40,000",9,3366,5,0% - 20%
1147,1147,16,12,16012,17,31,611800,17031611800,6118,Census Tract 6118,0.000018,58.06%,51.43%,39,38,9,26,11,123,23,22,5,15,6,71,13,1617,497,0,6,0,0,6,2139,7,832,256,0,3,0,0,3,1100,AA,38588,42446800,37509,"$20,000 - $40,000",4,4400,5,0% - 20%
1148,1148,16,13,16013,17,31,660301,17031660301,6603.01,Census Tract 6603.01,0.000007,33.33%,38.89%,48,14,7,71,2,142,16,5,2,24,1,47,38,586,1149,0,0,0,0,12,1785,15,228,447,0,0,0,0,5,694,Hisp,29453,20440382,43095,"$40,000 - $60,000",0,0,7,0% - 20%
1149,1149,16,13,16013,17,31,660302,17031660302,6603.02,Census Tract 6603.02,0.000014,66.67%,26.42%,48,14,7,71,2,142,32,9,5,47,1,95,167,1248,4056,20,4,0,16,16,5527,44,330,1071,5,1,0,4,4,1460,Hisp,49580,72386800,43095,"$40,000 - $60,000",10,14600,7,0% - 20%
1150,1150,16,14,16014,17,31,670800,17031670800,6708,Census Tract 6708,0.000002,6.06%,5.56%,58,44,5,28,9,144,4,3,0,2,1,9,2,1592,21,0,6,0,1,13,1635,0,88,1,0,0,0,0,1,91,AA,42908,3904628,40220,"$40,000 - $60,000",8,728,12,0% - 20%
1151,1151,16,14,16014,17,31,670900,17031670900,6709,Census Tract 6709,0.000013,39.39%,37.14%,58,44,5,28,9,144,23,17,2,11,4,57,3,1316,19,3,0,0,1,9,1351,1,489,7,1,0,0,0,3,502,AA,38575,19364650,40220,"$40,000 - $60,000",9,4518,12,0% - 20%
1152,1152,16,14,16014,17,31,670100,17031670100,6701,Census Tract 6701,0.000018,54.55%,51.43%,58,44,5,28,9,144,32,24,3,15,5,79,9,1453,32,3,5,0,0,14,1516,5,747,16,2,3,0,0,7,780,AA,40965,31952700,40220,"$40,000 - $60,000",14,10920,12,0% - 20%
1153,1153,16,15,16015,17,31,670100,17031670100,6701,Census Tract 6701,0.000003,10.71%,8.57%,104,49,3,27,9,192,11,5,0,3,1,21,9,1453,32,3,5,0,0,14,1516,1,125,3,0,0,0,0,1,130,AA,40965,5325450,34713,"$20,000 - $40,000",14,1820,6,0% - 20%
1154,1154,16,15,16015,17,31,834700,17031834700,8347,Census Tract 8347,0.000008,28.57%,11.11%,104,49,3,27,9,192,30,14,1,8,3,55,5,1998,41,1,11,0,4,18,2078,1,222,5,0,1,0,0,2,231,AA,44817,10352727,34713,"$20,000 - $40,000",3,693,6,0% - 20%
1155,1155,16,15,16015,17,31,680500,17031680500,6805,Census Tract 6805,0.000017,60.71%,47.22%,104,49,3,27,9,192,63,30,2,16,5,117,9,1444,18,0,0,1,1,8,1481,4,682,9,0,0,0,0,4,699,AA,30211,21117489,34713,"$20,000 - $40,000",5,3495,6,0% - 20%
1156,1156,16,16,16016,17,31,660700,17031660700,6607,Census Tract 6607,0.000002,7.14%,3.77%,69,68,6,27,9,179,5,5,0,2,1,13,18,2234,77,13,4,0,0,20,2366,1,84,3,0,0,0,0,1,89,AA,43986,3914754,40788,"$40,000 - $60,000",3,267,6,0% - 20%
1157,1157,16,16,16016,17,31,671300,17031671300,6713,Census Tract 6713,0.000009,32.14%,16.98%,69,68,6,27,9,179,22,22,2,9,3,58,10,2607,39,0,3,0,3,26,2688,2,443,7,0,1,0,1,4,456,AA,41623,18980088,40788,"$40,000 - $60,000",5,2280,6,0% - 20%
1158,1158,16,16,16016,17,31,671400,17031671400,6714,Census Tract 6714,0.000017,60.71%,30.91%,69,68,6,27,9,179,42,41,4,16,5,109,4,1985,67,0,1,0,1,14,2072,1,614,21,0,0,0,0,4,640,AA,39748,25438720,40788,"$40,000 - $60,000",7,4480,6,0% - 20%
1159,1159,16,17,16017,17,31,660301,17031660301,6603.01,Census Tract 6603.01,0.000002,8.33%,11.11%,49,32,0,53,10,144,4,3,0,4,1,12,38,586,1149,0,0,0,0,12,1785,4,65,128,0,0,0,0,1,198,Hisp,29453,5831694,42384,"$40,000 - $60,000",0,0,9,0% - 20%
1160,1160,16,17,16017,17,31,660302,17031660302,6603.02,Census Tract 6603.02,0.000004,16.67%,7.55%,49,32,0,53,10,144,8,5,0,9,2,24,167,1248,4056,20,4,0,16,16,5527,13,94,306,2,0,0,1,1,417,Hisp,49580,20674860,42384,"$40,000 - $60,000",10,4170,9,0% - 20%
1161,1161,16,17,16017,17,31,835000,17031835000,8350,Census Tract 8350,0.000018,75.00%,16.67%,49,32,0,53,10,144,37,24,0,40,8,108,121,3597,1998,18,3,0,11,30,5778,20,600,333,3,0,0,2,5,963,AA,41926,40374738,42384,"$40,000 - $60,000",10,9630,9,0% - 20%
1162,1162,16,18,16018,17,31,835000,17031835000,8350,Census Tract 8350,0.000018,100.00%,16.67%,80,34,7,59,8,188,80,34,7,59,8,188,121,3597,1998,18,3,0,11,30,5778,20,600,333,3,0,0,2,5,963,AA,41926,40374738,41926,"$40,000 - $60,000",10,9630,10,0% - 20%
1163,1163,16,19,16019,17,31,835000,17031835000,8350,Census Tract 8350,0.000021,100.00%,19.44%,70,39,2,43,9,163,70,39,2,43,9,163,121,3597,1998,18,3,0,11,30,5778,24,699,388,4,1,0,2,6,1124,AA,41926,47124824,41926,"$40,000 - $60,000",10,11240,10,0% - 20%
1164,1164,16,20,16020,17,31,670200,17031670200,6702,Census Tract 6702,0.000003,18.75%,8.33%,64,48,7,25,8,152,12,9,1,5,2,28,0,1327,34,2,0,0,1,16,1380,0,111,3,0,0,0,0,1,115,AA,26348,3030020,38486,"$20,000 - $40,000",0,0,12,0% - 20%
1165,1165,16,20,16020,17,31,670100,17031670100,6701,Census Tract 6701,0.000013,81.25%,37.14%,64,48,7,25,8,152,52,39,6,20,6,124,9,1453,32,3,5,0,0,14,1516,3,540,12,1,2,0,0,5,563,AA,40965,23063295,38486,"$20,000 - $40,000",14,7882,12,0% - 20%
1166,1166,16,21,16021,17,31,671400,17031671400,6714,Census Tract 6714,0.000009,20.93%,16.36%,52,50,5,26,5,138,11,10,1,5,1,29,4,1985,67,0,1,0,1,14,2072,1,325,11,0,0,0,0,2,339,AA,39748,13474572,42482,"$40,000 - $60,000",7,2373,6,0% - 20%
1167,1167,16,21,16021,17,31,835000,17031835000,8350,Census Tract 8350,0.000014,32.56%,12.96%,52,50,5,26,5,138,17,16,2,8,2,45,121,3597,1998,18,3,0,11,30,5778,16,466,259,2,0,0,1,4,749,AA,41926,31402574,42482,"$40,000 - $60,000",10,7490,6,0% - 20%
1168,1168,16,21,16021,17,31,660700,17031660700,6607,Census Tract 6607,0.00002,46.51%,37.74%,52,50,5,26,5,138,24,23,2,12,2,64,18,2234,77,13,4,0,0,20,2366,7,843,29,5,2,0,0,8,893,AA,43986,39279498,42482,"$40,000 - $60,000",3,2679,6,0% - 20%
1169,1169,16,22,16022,17,31,835000,17031835000,8350,Census Tract 8350,0.000001,5.26%,0.93%,54,40,6,40,2,142,3,2,0,2,0,7,121,3597,1998,18,3,0,11,30,5778,1,33,18,0,0,0,0,0,54,AA,41926,2264004,47155,"$40,000 - $60,000",10,540,8,0% - 20%
1170,1170,16,22,16022,17,31,660600,17031660600,6606,Census Tract 6606,0.000018,94.74%,25.35%,54,40,6,40,2,142,51,38,6,38,2,135,171,3712,2375,11,22,0,4,38,6333,43,941,602,3,6,0,1,10,1606,AA,47331,76013586,47155,"$40,000 - $60,000",8,12848,8,0% - 20%
1171,1171,16,23,16023,17,31,835000,17031835000,8350,Census Tract 8350,0.000002,7.14%,1.85%,40,15,7,83,2,147,3,1,0,6,0,10,121,3597,1998,18,3,0,11,30,5778,2,67,37,0,0,0,0,1,107,AA,41926,4486082,47838,"$40,000 - $60,000",10,1070,7,0% - 20%
1172,1172,16,23,16023,17,31,630800,17031630800,6308,Census Tract 6308,0.000002,7.14%,2.82%,40,15,7,83,2,147,3,1,0,6,0,10,298,422,6337,15,3,0,3,29,7107,8,12,179,0,0,0,0,1,200,Hisp,43697,8739400,47838,"$40,000 - $60,000",8,1600,7,0% - 20%
1173,1173,16,23,16023,17,31,835100,17031835100,8351,Census Tract 8351,0.000024,85.71%,22.02%,40,15,7,83,2,147,34,13,6,71,2,126,137,1096,4097,12,6,0,5,16,5369,30,241,902,3,1,0,1,4,1182,Hisp,49074,58005468,47838,"$40,000 - $60,000",7,8274,7,0% - 20%
1174,1174,16,24,16024,17,31,671400,17031671400,6714,Census Tract 6714,0.00002,100.00%,36.36%,59,25,4,24,14,126,59,25,4,24,14,126,4,1985,67,0,1,0,1,14,2072,1,722,24,0,0,0,0,5,753,AA,39748,29930244,39748,"$20,000 - $40,000",7,5271,7,0% - 20%
1175,1175,16,25,16025,17,31,834800,17031834800,8348,Census Tract 8348,0.000035,100.00%,53.85%,103,59,3,33,14,212,103,59,3,33,14,212,3,1894,21,0,4,0,1,30,1953,2,1020,11,0,2,0,1,16,1052,AA,24518,25792936,24518,"$20,000 - $40,000",3,3156,3,0% - 20%
1176,1176,16,26,16026,17,31,670900,17031670900,6709,Census Tract 6709,0.000002,7.14%,5.71%,65,53,6,36,7,167,5,4,0,3,1,12,3,1316,19,3,0,0,1,9,1351,0,75,1,0,0,0,0,1,77,AA,38575,2970275,28541,"$20,000 - $40,000",9,693,9,0% - 20%
1177,1177,16,26,16026,17,31,680500,17031680500,6805,Census Tract 6805,0.000013,46.43%,36.11%,65,53,6,36,7,167,30,25,3,17,3,78,9,1444,18,0,0,1,1,8,1481,3,521,7,0,0,0,0,3,535,AA,30211,16162885,28541,"$20,000 - $40,000",5,2675,9,0% - 20%
1178,1178,16,26,16026,17,31,680600,17031680600,6806,Census Tract 6806,0.000013,46.43%,38.24%,65,53,6,36,7,167,30,25,3,17,3,78,1,1408,17,0,0,1,1,3,1431,0,538,6,0,0,0,0,1,547,AA,25496,13946312,28541,"$20,000 - $40,000",12,6564,9,0% - 20%
1179,1179,16,27,16027,17,31,834800,17031834800,8348,Census Tract 8348,0.000007,23.33%,10.77%,59,52,5,27,12,155,14,12,1,6,3,36,3,1894,21,0,4,0,1,30,1953,0,204,2,0,0,0,0,3,210,AA,24518,5148780,26602,"$20,000 - $40,000",3,630,10,0% - 20%
1180,1180,16,27,16027,17,31,681000,17031681000,6810,Census Tract 6810,0.000008,26.67%,11.43%,59,52,5,27,12,155,16,14,1,7,3,41,7,3409,39,3,1,0,0,39,3498,1,390,4,0,0,0,0,4,400,AA,29440,11776000,26602,"$20,000 - $40,000",9,3600,10,0% - 20%
1181,1181,16,27,16027,17,31,680600,17031680600,6806,Census Tract 6806,0.000015,50.00%,44.12%,59,52,5,27,12,155,30,26,3,14,6,78,1,1408,17,0,0,1,1,3,1431,0,621,8,0,0,0,0,1,631,AA,25496,16087976,26602,"$20,000 - $40,000",12,7572,10,0% - 20%
1182,1182,16,28,16028,17,31,680900,17031680900,6809,Census Tract 6809,0.000005,16.67%,4.42%,79,61,3,37,16,196,13,10,0,6,3,33,23,3871,46,29,12,0,3,35,4019,1,171,2,1,1,0,0,2,178,AA,26877,4784106,27866,"$20,000 - $40,000",10,1780,8,0% - 20%
1183,1183,16,28,16028,17,31,834800,17031834800,8348,Census Tract 8348,0.00001,33.33%,15.38%,79,61,3,37,16,196,26,20,1,12,5,65,3,1894,21,0,4,0,1,30,1953,0,291,3,0,1,0,0,5,300,AA,24518,7355400,27866,"$20,000 - $40,000",3,900,8,0% - 20%
1184,1184,16,28,16028,17,31,681000,17031681000,6810,Census Tract 6810,0.000015,50.00%,21.43%,79,61,3,37,16,196,39,30,1,18,8,98,7,3409,39,3,1,0,0,39,3498,2,730,8,1,0,0,0,8,750,AA,29440,22080000,27866,"$20,000 - $40,000",9,6750,8,0% - 20%
1185,1185,16,29,16029,17,31,834900,17031834900,8349,Census Tract 8349,0.000001,3.33%,1.41%,83,36,2,37,8,166,3,1,0,1,0,6,18,2201,19,1,16,0,0,17,2272,0,31,0,0,0,0,0,0,32,AA,19386,620352,31156,"$20,000 - $40,000",4,128,4,0% - 20%
1186,1186,16,29,16029,17,31,671500,17031671500,6715,Census Tract 6715,0.000009,30.00%,11.25%,83,36,2,37,8,166,25,11,1,11,2,50,16,3116,42,1,1,0,8,37,3221,2,351,5,0,0,0,1,4,362,AA,38611,13977182,31156,"$20,000 - $40,000",3,1086,4,0% - 20%
1187,1187,16,29,16029,17,31,671600,17031671600,6716,Census Tract 6716,0.00002,66.67%,44.44%,83,36,2,37,8,166,55,24,1,25,5,111,11,2430,22,0,12,0,1,19,2495,5,1080,10,0,5,0,0,8,1109,AA,29062,32229758,31156,"$20,000 - $40,000",5,5545,4,0% - 20%
1188,1188,16,30,16030,17,31,681000,17031681000,6810,Census Tract 6810,0.000013,50.00%,18.57%,70,58,5,28,9,170,35,29,2,14,4,85,7,3409,39,3,1,0,0,39,3498,1,633,7,1,0,0,0,7,650,AA,29440,19136000,34023,"$20,000 - $40,000",9,5850,7,0% - 20%
1189,1189,16,30,16030,17,31,681100,17031681100,6811,Census Tract 6811,0.000013,50.00%,18.57%,70,58,5,28,9,170,35,29,2,14,4,85,10,3419,32,0,9,0,3,44,3517,2,635,6,0,2,0,1,8,653,AA,38584,25195352,34023,"$20,000 - $40,000",6,3918,7,0% - 20%
1190,1190,16,31,16031,17,31,670700,17031670700,6707,Census Tract 6707,0.000002,8.33%,5.71%,79,91,3,38,7,218,7,8,0,3,1,18,7,1422,42,0,6,0,0,14,1491,0,81,2,0,0,0,0,1,85,AA,38485,3271225,41921,"$40,000 - $60,000",3,255,8,0% - 20%
1191,1191,16,31,16031,17,31,670900,17031670900,6709,Census Tract 6709,0.000004,16.67%,11.43%,79,91,3,38,7,218,13,15,0,6,1,36,3,1316,19,3,0,0,1,9,1351,0,150,2,0,0,0,0,1,154,AA,38575,5940550,41921,"$40,000 - $60,000",9,1386,8,0% - 20%
1192,1192,16,31,16031,17,31,670800,17031670800,6708,Census Tract 6708,0.000018,75.00%,50.00%,79,91,3,38,7,218,59,68,2,28,5,164,2,1592,21,0,6,0,1,13,1635,1,796,10,0,3,0,0,6,818,AA,42908,35098744,41921,"$40,000 - $60,000",8,6544,8,0% - 20%
1193,1193,16,32,16032,17,31,630800,17031630800,6308,Census Tract 6308,0.000007,28.00%,9.86%,30,20,3,92,2,147,8,6,1,26,1,41,298,422,6337,15,3,0,3,29,7107,29,42,625,1,0,0,0,3,701,Hisp,43697,30631597,47980,"$40,000 - $60,000",8,5608,9,0% - 20%
1194,1194,16,32,16032,17,31,660302,17031660302,6603.02,Census Tract 6603.02,0.000018,72.00%,33.96%,30,20,3,92,2,147,22,14,2,66,1,106,167,1248,4056,20,4,0,16,16,5527,57,424,1378,7,1,0,5,5,1877,Hisp,49580,93061660,47980,"$40,000 - $60,000",10,18770,9,0% - 20%
1195,1195,16,33,16033,17,31,671600,17031671600,6716,Census Tract 6716,0.000007,35.00%,15.56%,93,60,4,41,8,206,33,21,1,14,3,72,11,2430,22,0,12,0,1,19,2495,2,378,3,0,2,0,0,3,388,AA,29062,11276056,26288,"$20,000 - $40,000",5,1940,6,0% - 20%
1196,1196,16,33,16033,17,31,671100,17031671100,6711,Census Tract 6711,0.000013,65.00%,50.00%,93,60,4,41,8,206,60,39,3,27,5,134,6,1221,22,0,0,0,2,8,1259,3,610,11,0,0,0,1,4,630,AA,24579,15484770,26288,"$20,000 - $40,000",6,3780,6,0% - 20%
